0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,7,8,0,0
0,0,0,7,8,0,0,0,0,6,0,0,0,2,0,0,9,10,0,0
0,0,0,9,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,4,4,4,4
0,0,7,8,0,0,0,0,0,0,0,2,7,8,9,10,0,0,0,0
0,0,9,10,0,0,0,0,0,6,0,0,9,10,11,0,0,0,0,0
0,0,0,3,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,8,0,0,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,10,0,0,0
0,0,7,8,0,0,0,0,0,7,8,5,0,0,12,0,0,0,0,0
0,0,9,10,0,0,11,0,0,9,10,0,0,3,3,3,0,0,0,0
0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,10,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,12,1,0,0,0,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1
0,0,0,6,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,2
0,0,0,6,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0
4,4,3,6,12,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,8,0
0,0,0,1,2,2,1,0,0,0,0,0,6,0,0,0,0,9,10,0
0,0,2,1,1,1,1,2,0,0,0,6,0,0,0,0,7,8,0,0
0,0,7,8,0,0,1,0,0,0,0,6,0,0,6,0,9,10,0,0
0,0,9,10,0,0,0,0,5,0,0,6,7,8,6,0,0,0,0,0
6,0,0,0,0,0,0,0,5,5,0,6,9,10,6,0,0,0,0,0
6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
