0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0
0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
0,0,7,8,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0
0,0,9,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,7,8,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0
0,9,10,0,11,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,7,8,0,0
0,0,0,12,4,0,1,0,0,0,0,0,0,0,0,0,9,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,4,0,0,6,0,0,3,3,3,0,0,0,0,6,0,0,0,0
0,0,0,0,12,6,0,0,3,3,3,3,0,0,0,6,0,3,0,0
0,5,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,4,4
0,5,0,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,9,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,11,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,11,0,0,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,7,8,2,0,7,8,0,0,0,0,7,8,0,0,0,0
5,0,0,0,9,10,0,1,9,10,0,0,0,12,9,10,0,0,0,0
4,4,0,0,0,0,0,0,1,0,0,0,0,7,8,0,7,8,4,4
5,0,7,8,0,0,0,0,0,0,11,0,0,9,10,0,9,10,0,0
5,0,9,10,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0
5,0,0,0,0,0,0,0,0,0,0,7,8,0,0,9,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0
0,0,3,3,3,3,0,5,0,0,0,0,0,0,0,3,5,3,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
