0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0
0,5,3,0,0,0,2,0,0,0,0,0,0,0,9,10,0,6,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,3,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0
7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,6,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,8,0,0,2,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,10,0,0,1,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,7,8,0,2,0,0,0,0,6,0,2,0,0
0,0,0,1,0,1,0,9,10,2,0,0,0,0,0,0,0,0,1,0
4,4,13,0,2,2,0,11,0,0,0,0,0,0,0,0,0,0,4,4
0,0,0,1,2,6,0,0,0,0,0,4,4,4,0,0,0,1,2,1
4,0,11,0,0,6,0,0,0,0,0,7,8,0,0,11,6,2,12,4
0,7,8,0,0,6,0,11,4,4,4,9,10,0,0,0,6,0,0,0
0,9,10,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,10,7,8,11,12
3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,10,0,3
0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,7,8,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,2,0,9,10,0,0,0,7,8,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,10,0,0,6
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0
0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,7,8,3
0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,9,10,0
0,0,0,0,9,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
